Scout ID,Match Key,Team Number,Alliance,Driver Station,Preloaded Cargo,Auto Lower Hub,Auto Upper Hub,Auto Misses,Taxied,Auto Shooting Zones,Teleop Lower Hub,Teleop Upper Hub,Teleop Misses,Teleop Shooting Zones,Low Attempted,Mid Attempted,High Attempted,Traversal Attempted,Climb Time,Final Climb Type,How much do they play defense?,Defense Rating,How much were they playing through defense?,Counter Defense Rating,Driver Rating
nuha,qm17,8197,Blue,3,1,0,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,0,0,,No Climb,.75,0,.5,1,1,did not make any shot,stopped moving halfway through the match. did not make any shots,did not function properly and did not make any shots.
sayan,qm17,5830,Blue,1,1,1,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,1,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,1,0,0,0,13,Low,0.0,0,.25,3,2, ,Stored 2 balls, idled
vibhi,qm17,4099,Red,2,1,0,2,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,1,8,2,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,1,0,24,Mid,0.0,0,0.0,0,5, , , 
rachel,qm17,2199,Blue,2,0,0,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,0,0,0,0,1, , ,didnt show up
blen,qm17,888,Red,3,1,0,0,2,1,Launchpad,8,0,2,Tarmac;Launchpad,1,1,1,1,,Traversal,0.0,0,0.0,0,5,,,- good intake gets balls quickly 
alex,qm17,1719,Red,1,1,0,2,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,3,5,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,1,0,0,0,0,Low,0.0,0,.5,1,2, , ,Went and stopped for a while
rachel,qm18,1629,Blue,2,1,0,2,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,5,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,1,1,20,Traversal,0.0,0,.25,3,4, , , 
sayan,qm18,8726,Blue,1,0,0,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,0,0,4,Mid,.75,3,.25,3,4, ,Overwhelmingly chose defense,Climber designed to snap into shape upon hitting lower bar and turn down when backed out of launchpad
alex,qm18,6239,Red,1,1,1,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,2,0,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,0.0,0,0.0,0,1, , ,Didnât appear to know what to do
blen,qm18,620,Red,3,1,0,0,2,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,4,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,0,0,,Mid,0.0,0,.25,1,2, ,Bad intake, pauses are super long
vibhi,qm18,2914,Red,2,0,0,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,0,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,0.0,0,0.0,0,1, ,Broke down halfway, couldnât intake anything
nuha,qm18,1727,Blue,3,1,0,1,1,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,10,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,0,0,15,Mid,0.0,0,0.0,0,4, , ,we love 1727
nuha,qm19,2199,Blue,3,0,0,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,2,2,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,1,1,30,Traversal,0.0,0,.5,2,2, , , 
eckart,qm19,3748,Red,3,1,1,0,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,3,0,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,0,0,0,0,No Climb,.5,3,0.0,0,3,Just taxied, ,Started defending midway through after outtake broke
rachel,qm19,623,Blue,2,1,0,0,2,1,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,1,0,8,Fender;Opposing Fender;Tarmac;Opposing Tarmac;Launchpad;Terminal;Elsewhere,0,1,1,1,30,Traversal,0.0,0,.25,3,3, , , 
ryan,qm19,2186,Blue,1,1,0,1,0,1,Fender,0,0,6,Elsewhere,,1,,,14,Mid,0.0,0,.25,3,4,,,
aarav,qm19,5587,Red,1,1,0,0,1,1,Elsewhere,0,0,0,,,,,,,No Climb,0.0,0,0.0,0,3,,Got stuck on something, high centered
vibhi,qm19,3748,Red,2,1,1,0,0,1,Tarmac,2,0,1,Fender,,,,,,No Climb,0.0,0,0.0,0,1,,Very wobbly ,
